"tax_id","parent_id","rank","tax_name","root","cellular_root","domain","superphylum","phylum","subphylum","class","subclass","order","below_order","below_below_order","suborder","family","below_family","genus","subgenus","species_group","species","below_species","below_below_species","subspecies","below_subspecies"
"28129","838","species","Prevotella denticola","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28129","","","",""
"589437","838","species","Prevotella genomosp. T8","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","589437","","","",""
"470565","838","species","Prevotella histicola","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","470565","","","",""
"28131","838","species","Prevotella intermedia","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28131","","","",""
"840","838","species","Prevotella loescheii","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","840","","","",""
"28132","838","species","Prevotella melaninogenica","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28132","","","",""
"310514","838","species","Prevotella multisaccharivorax","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","310514","","","",""
"425941","838","species","Prevotella nanceiensis","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","425941","","","",""
"28133","838","species","Prevotella nigrescens","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28133","","","",""
"28135","838","species","Prevotella oris","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28135","","","",""
"28136","838","species","Prevotella oulorum","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28136","","","",""
"60133","838","species","Prevotella pallens","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","60133","","","",""
"407975","838","species","Prevotella pleuritidis","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","407975","","","",""
"228604","838","species","Prevotella salivae","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","228604","","","",""
"228603","838","species","Prevotella shahii","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","228603","","","",""
"76122","838","species","Prevotella tannerae","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","76122","","","",""
"28137","838","species","Prevotella veroralis","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28137","","","",""
"556499","1743","species","Propionibacterium acidifaciens","1","131567","2","","201174","","1760","85003","2037","","","85009","31957","","1743","","","556499","","","",""
"172042","32207","species","Rothia aeria","1","131567","2","","201174","","1760","85003","2037","","","85006","1268","","32207","","","172042","","","",""
"135079","970","species","Selenomonas dianae","1","131567","2","","1239","","909932","","909929","","","","31977","","970","","","135079","","","",""
"135082","970","species","Selenomonas infelix","1","131567","2","","1239","","909932","","909929","","","","31977","","970","","","135082","","","",""
"135083","970","species","Selenomonas noxia","1","131567","2","","1239","","909932","","909929","","","","31977","","970","","","135083","","","",""
"69823","970","species","Selenomonas sputigena","1","131567","2","","1239","","909932","","909929","","","","31977","","970","","","69823","","","",""
"177972","177971","species","Shuttleworthia satelles","1","131567","2","","1239","","186801","","186802","","","","186803","","177971","","","177972","","","",""
"102148","123375","species","Solobacterium moorei","1","131567","2","","1239","","526524","","526525","","","","128827","","123375","","","102148","","","",""
"59803","13687","species","Sphingomonas echinoides","1","131567","2","","1224","","28211","","204457","","","","41297","","13687","","","59803","","","",""
"301154","13687","species","Sphingomonas oligophenolica","1","131567","2","","1224","","28211","","204457","","","","41297","","13687","","","301154","","","",""
"327691","13687","species","Sphingomonas rhizogenes","1","131567","2","","1224","","28211","","204457","","","","41297","","13687","","","327691","","","",""
"1328","671232","species","Streptococcus anginosus","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","671232","1328","","","",""
"113107","1301","species","Streptococcus australis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","113107","","","",""
"76860","671232","species","Streptococcus constellatus","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","671232","76860","","","",""
"45634","1301","species","Streptococcus cristatus","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","45634","","","",""
"1302","1301","species","Streptococcus gordonii","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1302","","","",""
"68892","1301","species","Streptococcus infantis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","68892","","","",""
"1338","671232","species","Streptococcus intermedius","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","671232","1338","","","",""
"684066","1301","species","Streptococcus lactarius","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","684066","","","",""
"33040","1301","species","Streptococcus milleri","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","33040","","","",""
"28037","1301","species","Streptococcus mitis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","28037","","","",""
"1309","1301","species","Streptococcus mutans","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1309","","","",""
"195041","1301","species","Streptococcus oligofermentans","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","195041","","","",""
"1303","1301","species","Streptococcus oralis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1303","","","",""
"1318","1301","species","Streptococcus parasanguinis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1318","","","",""
"68891","1301","species","Streptococcus peroris","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","68891","","","",""
"1313","1301","species","Streptococcus pneumoniae","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1313","","","",""
"257758","1301","species","Streptococcus pseudopneumoniae","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","257758","","","",""
"1304","1301","species","Streptococcus salivarius","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1304","","","",""
"1305","1301","species","Streptococcus sanguinis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1305","","","",""
"176090","1301","species","Streptococcus sinensis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","176090","","","",""
"1308","1301","species","Streptococcus thermophilus","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1308","","","",""
"28112","195950","species","Tannerella forsythia","1","131567","2","68336","976","","200643","","171549","","","","171551","","195950","","","28112","","","",""
"217202","217201","species","Terrahaemophilus aromaticivorans","1","131567","2","","1224","","1236","","135625","","","","712","","217201","","","217202","","","",""
"158","157","species","Treponema denticola","1","131567","2","","203691","","203692","","136","","","","137","","157","","","158","","","",""
"53418","157","species","Treponema lecithinolyticum","1","131567","2","","203691","","203692","","136","","","","137","","157","","","53418","","","",""
"58231","157","species","Treponema medium","1","131567","2","","203691","","203692","","136","","","","137","","157","","","58231","","","",""
"53419","157","species","Treponema socranskii","1","131567","2","","203691","","203692","","136","","","","137","","157","","","53419","","","",""
"69710","157","species","Treponema vincentii","1","131567","2","","203691","","203692","","136","","","","137","","157","","","69710","","","",""
"81947","2737","species","Vagococcus lutrae","1","131567","2","","1239","","91061","","186826","","","","81852","","2737","","","81947","","","",""
"39777","29465","species","Veillonella atypica","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","39777","","","",""
"248316","29465","species","Veillonella caviae","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","248316","","","",""
"419208","29465","species","Veillonella denticariosi","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","419208","","","",""
"39778","29465","species","Veillonella dispar","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","39778","","","",""
"29466","29465","species","Veillonella parvula","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","29466","","","",""
"248315","29465","species","Veillonella rodentium","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","248315","","","",""
"423477","29465","species","Veillonella rogosae","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","423477","","","",""
"634176","732","below_species","Aggregatibacter aphrophilus NJ8700","1","131567","2","","1224","","1236","","135625","","","","712","","416916","","","732","634176","","",""
"521095","1382","below_species","Atopobium parvulum DSM 20469","1","131567","2","","201174","","1760","84998","84999","","","255727","84107","","1380","","","1382","521095","","",""
"360104","199","below_species","Campylobacter concisus 13826","1","131567","2","","1224","68525","29547","","213849","","","","72294","","194","","","199","360104","","",""
"521097","1018","below_species","Capnocytophaga ochracea DSM 7271","1","131567","2","68336","976","","117743","","200644","","","","49546","","1016","","","1018","521097","","",""
"592028","218538","below_species","Dialister invisus DSM 15470","1","131567","2","","1239","","909932","","909929","","","","31977","","39948","","","218538","592028","","",""
"546269","143361","below_species","Filifactor alocis ATCC 35896","1","131567","2","","1239","","186801","","186802","","","","186804","","44259","","","143361","546269","","",""
"523794","40542","below_species","Leptotrichia buccalis C-1013-b","1","131567","2","","32066","","203490","","203491","","","","203492","","32067","","","40542","523794","","",""
"634994","157688","below_species","Leptotrichia hofstadii F0254","1","131567","2","","32066","","203490","","203491","","","","203492","","32067","","","157688","634994","","",""
"1032488","607712","below_species","Neisseria shayeganii 871","1","131567","2","","1224","","28216","","206351","","","","481","","482","","","607712","1032488","","",""
"411465","33033","below_species","Parvimonas micra ATCC 33270","1","131567","2","","1239","","186801","","186802","538999","","","543310","543311","","","","33033","411465","","",""
"242619","837","below_species","Porphyromonas gingivalis W83","1","131567","2","68336","976","","200643","","171549","","","","171551","","836","","","837","242619","","",""
"767031","28129","below_species","Prevotella denticola F0289","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28129","767031","","",""
"553174","28132","below_species","Prevotella melaninogenica ATCC 25845","1","131567","2","68336","976","","200643","","171549","","","","171552","","838","","","28132","553174","","",""
"29390","1302","below_species","Streptococcus gordonii str. Challis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1302","29390","","",""
"365659","28037","below_species","Streptococcus mitis B6","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","28037","365659","","",""
"134262","28037","below_species","Streptococcus mitis bv. 2","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","28037","134262","","",""
"511691","1309","below_species","Streptococcus mutans NN2025","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1309","511691","","",""
"210007","1309","below_species","Streptococcus mutans UA159","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1309","210007","","",""
"388919","1305","below_species","Streptococcus sanguinis SK36","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1305","388919","","",""
"322159","1308","below_species","Streptococcus thermophilus LMD-9","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1308","322159","","",""
"767463","1308","below_species","Streptococcus thermophilus ND03","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1308","767463","","",""
"243275","158","below_species","Treponema denticola ATCC 35405","1","131567","2","","203691","","203692","","136","","","","137","","157","","","158","243275","","",""
"479436","29466","below_species","Veillonella parvula DSM 2008","1","131567","2","","1239","","909932","","909929","","","","31977","","29465","","","29466","479436","","",""
"189727","851","below_species","unclassified Fusobacterium nucleatum","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","189727","","",""
"189726","189727","below_below_species","Fusobacterium nucleatum E9_12","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","189727","189726","",""
"467705","29390","below_below_species","Streptococcus gordonii str. Challis substr. CH1","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","1302","29390","467705","",""
"768726","134262","below_below_species","Streptococcus mitis bv. 2 str. F0392","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","","28037","134262","768726","",""
"264029","39498","subspecies","Eubacterium yurii subsp. margaretiae","1","131567","2","","1239","","186801","","186802","","","","186806","","1730","","","39498","","","264029",""
"264030","39498","subspecies","Eubacterium yurii subsp. schtitka","1","131567","2","","1239","","186801","","186802","","","","186806","","1730","","","39498","","","264030",""
"264028","39498","subspecies","Eubacterium yurii subsp. yurii","1","131567","2","","1239","","186801","","186802","","","","186806","","1730","","","39498","","","264028",""
"76859","851","subspecies","Fusobacterium nucleatum subsp. animalis","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76859",""
"76858","851","subspecies","Fusobacterium nucleatum subsp. fusiforme","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76858",""
"76856","851","subspecies","Fusobacterium nucleatum subsp. nucleatum","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76856",""
"76857","851","subspecies","Fusobacterium nucleatum subsp. polymorphum","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76857",""
"155615","851","subspecies","Fusobacterium nucleatum subsp. vincentii","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","155615",""
"88719","495","subspecies","Neisseria elongata subsp. glycolytica","1","131567","2","","1224","","28216","","206351","","","","481","","482","","","495","","","88719",""
"184246","76860","subspecies","Streptococcus constellatus subsp. constellatus","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","671232","76860","","","184246",""
"184250","76860","subspecies","Streptococcus constellatus subsp. pharyngis","1","131567","2","","1239","","91061","","186826","","","","1300","","1301","","671232","76860","","","184250",""
"409323","58231","subspecies","Treponema medium subsp. bovis","1","131567","2","","203691","","203692","","136","","","","137","","157","","","58231","","","409323",""
"69716","53419","subspecies","Treponema socranskii subsp. '04'","1","131567","2","","203691","","203692","","136","","","","137","","157","","","53419","","","69716",""
"69713","53419","subspecies","Treponema socranskii subsp. buccale","1","131567","2","","203691","","203692","","136","","","","137","","157","","","53419","","","69713",""
"69714","53419","subspecies","Treponema socranskii subsp. paredis","1","131567","2","","203691","","203692","","136","","","","137","","157","","","53419","","","69714",""
"69715","53419","subspecies","Treponema socranskii subsp. socranskii","1","131567","2","","203691","","203692","","136","","","","137","","157","","","53419","","","69715",""
"190304","76856","below_subspecies","Fusobacterium nucleatum subsp. nucleatum ATCC 25586","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76856","190304"
"393480","76857","below_subspecies","Fusobacterium nucleatum subsp. polymorphum ATCC 10953","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76857","393480"
"693991","76857","below_subspecies","Fusobacterium nucleatum subsp. polymorphum F0401","1","131567","2","","32066","","203490","","203491","","","","203492","","848","","","851","","","76857","693991"
